lat,lng,min,day
42.1188,-78.8768,183.067,1
42.119,-78.8751,183.846,1
42.1421,-78.9144,184.686,1
42.1312,-78.866,185.549,1
42.1408,-78.9128,186.384,1
42.1729,-79.0119,189.412,1
42.1425,-79.1111,190.248,1
42.1372,-79.1311,191.083,1
42.1278,-79.114,191.984,1
42.1377,-79.1399,192.891,1
42.1416,-79.1194,193.727,1
42.1377,-79.1399,194.565,1
42.1346,-79.1489,195.419,1
42.1395,-79.1416,196.165,1
42.1346,-79.1667,197.001,1
42.1315,-79.1713,197.849,1
42.1193,-79.1957,198.686,1
42.1237,-79.182,199.467,1
42.1237,-79.182,200.226,1
42.1224,-79.2065,201.067,1
42.1492,-79.0915,216.019,1
42.1492,-79.0915,219.515,1
42.1636,-79.8601,226.843,1
42.1592,-79.8738,227.569,1
42.1556,-79.8847,228.405,1
42.151,-79.8934,229.239,1
42.1466,-79.9024,230.074,1
42.1425,-79.9118,230.86,1
42.1425,-79.9118,231.739,1
42.1322,-79.9286,232.582,1
42.1223,-79.9454,233.417,1
42.1174,-79.9539,234.245,1
42.0866,-80.0164,235.246,1
42.1285,-79.9324,236.083,1
42.1103,-79.969,236.934,1
42.1229,-79.9382,237.788,1
42.0997,-79.9835,238.62,1
41.9247,-80.5586,262.318,1
41.9271,-80.5357,263.065,1
41.9255,-80.5518,263.829,1
41.9255,-80.5518,264.596,1
41.9255,-80.5518,269.016,1
41.9288,-80.5337,272.784,1
41.9263,-80.5433,273.647,1
41.9271,-80.5357,274.566,1
41.9271,-80.5357,275.416,1
41.9271,-80.5357,276.25,1
41.9271,-80.5357,277.08,1
41.9257,-80.5494,277.917,1
41.9272,-80.5538,278.753,1
41.9207,-80.5599,279.606,1
41.9289,-80.5765,280.443,1
41.9262,-80.5562,281.257,1
41.9064,-80.5984,282.117,1
41.9064,-80.5984,282.954,1
41.9064,-80.5984,283.793,1
41.9042,-80.6209,284.555,1
41.8905,-80.6212,285.363,1
41.8974,-80.6022,286.2,1
41.8745,-80.6497,287.055,1
41.8745,-80.6497,287.89,1
41.8745,-80.6497,288.752,1
41.8036,-80.8247,292.741,1
41.7336,-81.1065,307.016,1
41.7283,-81.1182,307.929,1
41.7247,-81.131,308.899,1
41.7201,-81.1452,309.737,1
41.7155,-81.1537,310.574,1
41.7104,-81.1549,311.409,1
41.7043,-81.1748,312.344,1
41.7068,-81.1873,313.204,1
41.6996,-81.1927,314.044,1
41.6922,-81.2023,314.88,1
41.6872,-81.2122,315.718,1
41.6763,-81.2583,316.486,1
41.6953,-81.2113,317.35,1
41.5981,-81.4429,323.507,1
41.5967,-81.4461,324.331,1
41.5939,-81.4574,325.123,1
41.5953,-81.4603,325.96,1
41.599,-81.4625,326.8,1
41.6008,-81.4822,327.637,1
41.6011,-81.4865,328.469,1
41.588,-81.5097,329.47,1
41.5907,-81.4856,330.306,1
41.5876,-81.4926,331.145,1
41.5797,-81.5242,331.981,1
41.58,-81.5053,332.8,1
41.5685,-81.5418,333.606,1
41.5742,-81.515,334.436,1
41.5574,-81.5671,335.274,1
41.5558,-81.5697,336.131,1
41.5513,-81.5772,336.911,1
41.5513,-81.5772,337.746,1
41.5503,-81.5789,338.583,1
41.5503,-81.5789,339.419,1
41.5402,-81.5963,340.943,1
41.5359,-81.594,344.95,1
41.4354,-81.8027,356.875,1
41.4325,-81.8091,357.803,1
41.4298,-81.817,358.638,1
41.4306,-81.8201,359.492,1
41.4288,-81.8395,360.287,1
41.4286,-81.8502,361.144,1
41.4243,-81.8578,361.979,1
41.4171,-81.8699,362.815,1
41.4171,-81.8699,363.678,1
41.4137,-81.8852,364.451,1
41.4107,-81.8919,365.292,1
41.4071,-81.9019,366.128,1
41.4019,-81.9105,367.006,1
41.4018,-81.922,367.79,1
41.4018,-81.922,368.555,1
41.4022,-81.938,369.396,1
41.3796,-82.0345,370.232,1
41.3808,-82.0459,371.14,1
41.3827,-82.0627,372.015,1
41.3821,-82.0546,372.853,1
41.3838,-82.0732,373.689,1
41.3856,-82.0781,374.53,1
41.3975,-82.1546,375.94,1
41.384,-82.0895,376.779,1
41.3815,-82.1363,377.627,1
41.3815,-82.1363,378.386,1
41.3776,-82.1378,380.125,1
41.3771,-82.2443,381.057,1
41.3762,-82.2456,381.896,1
41.3745,-82.2476,382.794,1
41.3784,-82.2422,396.783,1
41.3751,-82.2474,409.984,1
41.374,-82.2478,413.729,1
41.374,-82.2478,414.494,1
41.374,-82.2478,415.329,1
41.374,-82.2478,416.166,1
41.374,-82.2478,416.924,1
41.374,-82.2478,417.77,1
41.374,-82.2478,418.609,1
41.374,-82.2478,419.446,1
41.374,-82.2478,420.281,1
41.374,-82.2478,421.139,1
41.374,-82.2478,421.976,1
41.3766,-82.2366,422.813,1
41.374,-82.2478,423.65,1
41.374,-82.2478,424.48,1
41.3787,-82.2276,425.325,1
41.376,-82.2455,426.159,1
41.3698,-82.264,427.013,1
41.37,-82.2635,427.91,1
41.3642,-82.2741,428.708,1
41.3657,-82.2692,429.589,1
41.3577,-82.2928,430.448,1
41.3562,-82.305,431.285,1
41.3523,-82.3249,432.081,1
41.3504,-82.3365,432.84,1
41.3504,-82.3365,433.676,1
41.3488,-82.3681,434.513,1
41.3488,-82.3681,435.351,1
41.3486,-82.3683,436.436,1
41.3302,-82.4757,437.328,1
41.3287,-82.4927,438.164,1
41.3279,-82.5012,438.998,1
41.3279,-82.5012,439.78,1
41.3271,-82.5205,440.545,1
41.3246,-82.5425,441.376,1
41.3246,-82.5425,442.215,1
41.3307,-82.5339,443.06,1
41.3301,-82.6432,443.875,1
41.3299,-82.6612,444.712,1
41.3323,-82.6701,445.549,1
41.3351,-82.7006,446.386,1
41.3351,-82.7006,447.181,1
41.3359,-82.7087,448.032,1
41.3344,-82.6948,448.87,1
41.338,-82.7226,449.706,1
41.3406,-82.7533,450.483,1
41.3403,-82.757,451.241,1
41.3372,-82.726,452.075,1
41.3423,-82.7777,452.918,1
41.3429,-82.7847,453.753,1
41.3429,-82.7847,454.519,1
41.3483,-82.8175,455.433,1
41.3465,-82.8018,456.271,1
41.3481,-82.8167,457.385,1
41.3584,-82.9061,458.285,1
41.3635,-82.9312,459.073,1
41.3653,-82.9387,459.849,1
41.3653,-82.9387,460.687,1
41.3711,-82.9638,461.525,1
41.3666,-82.9428,462.299,1
41.3748,-82.9854,463.106,1
41.3706,-82.9972,463.944,1
41.3693,-82.9713,464.78,1
41.3825,-83.0175,465.617,1
41.3854,-83.0313,466.45,1
41.4902,-83.3654,479.761,1
41.5175,-83.4511,489.429,1
41.5175,-83.4511,490.241,1
41.5175,-83.4511,491,1
41.5175,-83.4511,491.847,1
41.5175,-83.4511,492.663,1
41.5175,-83.4511,493.42,1
41.5175,-83.4511,494.175,1
41.5175,-83.4511,494.95,1
41.5175,-83.4511,495.708,1
41.5175,-83.4511,496.471,1
41.5175,-83.4511,497.229,1
41.5175,-83.4511,497.98,1
41.5175,-83.4511,498.754,1
41.5175,-83.4511,499.523,1
41.5175,-83.4511,500.366,1
41.5175,-83.4511,501.201,1
41.5175,-83.4511,502.055,1
41.5175,-83.4511,502.9,1
41.5175,-83.4511,503.735,1
41.5175,-83.4511,504.571,1
41.5175,-83.4511,505.333,1
41.5175,-83.4511,506.166,1
41.5175,-83.4511,507,1
41.5175,-83.4511,507.799,1
41.5175,-83.4511,508.637,1
41.5175,-83.4511,509.719,1
41.5291,-83.4568,510.566,1
41.5315,-83.458,511.4,1
41.5291,-83.4568,512.283,1
41.5175,-83.4511,513.043,1
41.5315,-83.458,513.853,1
41.5315,-83.458,514.688,1
41.5315,-83.458,515.532,1
41.5291,-83.4568,516.416,1
41.5175,-83.4511,517.214,1
41.5175,-83.4511,518.066,1
41.5175,-83.4511,518.917,1
41.5291,-83.4568,519.766,1
41.5291,-83.4568,520.534,1
41.5408,-83.4626,521.585,1
41.5175,-83.4511,522.373,1
41.5175,-83.4511,523.227,1
41.5175,-83.4511,524.088,1
41.5175,-83.4511,524.922,1
41.5175,-83.4511,525.72,1
41.5315,-83.458,526.616,1
41.5291,-83.4568,527.451,1
41.5175,-83.4511,528.288,1
41.5175,-83.4511,529.133,1
41.5175,-83.4511,529.933,1
41.5175,-83.4511,530.8,1
41.5175,-83.4511,531.655,1
41.5175,-83.4511,532.499,1
41.5175,-83.4511,533.323,1
41.5315,-83.458,534.151,1
41.5408,-83.4626,535.153,1
41.5408,-83.4626,536.206,1
41.5408,-83.4626,537.26,1
41.533,-83.4587,538.33,1
41.5315,-83.458,539.166,1
41.5315,-83.458,540.002,1
41.5408,-83.4626,540.836,1
41.5408,-83.4626,541.604,1
41.5408,-83.4626,542.387,1
41.5408,-83.4626,543.224,1
41.5408,-83.4626,544.066,1
41.5408,-83.4626,544.917,1
41.5408,-83.4626,546.003,1
41.5408,-83.4626,547.057,1
41.5408,-83.4626,548.118,1
41.5408,-83.4626,549.173,1
41.5408,-83.4626,550.233,1
41.5408,-83.4626,551.285,1
41.5408,-83.4626,552.299,1
41.5408,-83.4626,557.518,1
41.5408,-83.4626,558.522,1
41.5408,-83.4626,559.523,1
41.5408,-83.4626,560.583,1
41.5408,-83.4626,561.633,1
41.5408,-83.4626,562.634,1
41.5408,-83.4626,563.649,1
41.5408,-83.4626,564.65,1
41.5408,-83.4626,565.666,1
41.5408,-83.4626,566.683,1
41.5408,-83.4626,567.684,1
41.5408,-83.4626,572.935,1
41.5408,-83.4626,575.096,1
41.5171,-83.4482,576.117,1
41.529,-83.4554,576.966,1
41.5408,-83.4626,577.8,1
41.5408,-83.4626,578.649,1
41.5408,-83.4626,579.644,1
41.5408,-83.4626,582.235,1
41.5408,-83.4626,587.384,1
41.5408,-83.4626,592.136,1
41.5408,-83.4626,596.889,1
41.5408,-83.4626,597.999,1
41.5408,-83.4626,600.196,1
41.5408,-83.4626,604.958,1
41.5408,-83.4626,609.723,1
41.5408,-83.4626,610.482,1
41.5408,-83.4626,611.317,1
41.5408,-83.4626,612.155,1
41.5408,-83.4626,613.001,1
41.5408,-83.4626,617.373,1
41.5408,-83.4626,618.778,1
41.5408,-83.4626,620.433,1
41.5408,-83.4626,621.5,1
41.5408,-83.4626,622.568,1
41.5408,-83.4626,623.618,1
41.5408,-83.4626,624.683,1
41.5408,-83.4626,625.739,1
41.5408,-83.4626,626.81,1
41.5408,-83.4626,627.65,1
41.5408,-83.4626,628.487,1
41.5408,-83.4626,629.385,2
41.5408,-83.4626,629.552,2
41.5408,-83.4626,634.583,2
41.5408,-83.4626,639.351,2
41.5175,-83.4511,643.576,2
41.5175,-83.4511,648.551,2
41.5175,-83.4511,650.629,2
41.5268,-83.4557,651.518,2
41.5291,-83.4568,652.396,2
41.5408,-83.4626,653.235,2
41.5408,-83.4626,654.088,2
41.5408,-83.4626,658.396,2
41.5408,-83.4626,663.85,2
41.5408,-83.4626,668.8,2
41.5408,-83.4626,670.891,2
41.5408,-83.4626,671.69,2
41.5222,-83.4534,672.527,2
41.5408,-83.4626,673.38,2
41.5408,-83.4626,674.233,2
41.5408,-83.4626,674.804,2
41.5408,-83.4626,676.134,2
41.5408,-83.4626,677.184,2
41.5408,-83.4626,678.021,2
41.5408,-83.4626,678.857,2
41.5408,-83.4626,679.699,2
41.5408,-83.4626,680.535,2
41.5408,-83.4626,681.916,2
41.5408,-83.4626,683.611,2
41.5406,-83.4627,684.933,2
41.5404,-83.4628,688.438,2
41.5406,-83.4627,689.502,2
41.5406,-83.4627,690.34,2
41.5406,-83.4627,691.183,2
41.5406,-83.4627,692.035,2
41.5406,-83.4627,692.85,2
41.5406,-83.4627,693.701,2
41.5406,-83.4627,694.551,2
41.5406,-83.4627,695.366,2
41.5288,-83.4555,696.218,2
41.5404,-83.4628,696.732,2
41.5404,-83.4628,697.604,2
41.5404,-83.4628,698.44,2
41.5404,-83.4628,699.301,2
41.5408,-83.4626,703.315,2
41.5408,-83.4626,704.24,2
41.5408,-83.4626,705.173,2
41.5291,-83.4568,706.034,2
41.5408,-83.4626,706.9,2
41.5408,-83.4626,707.737,2
41.5408,-83.4626,713.7,2
41.5408,-83.4626,718.966,2
41.5408,-83.4626,720.029,2
41.5408,-83.4626,721.132,2
41.5408,-83.4626,725.968,2
41.5408,-83.4626,731.133,2
41.5408,-83.4626,736.166,2
41.5408,-83.4626,738.532,2
41.5408,-83.4626,739.549,2
41.5408,-83.4626,740.389,2
41.5408,-83.4626,741.233,2
41.5408,-83.4626,742.07,2
41.5408,-83.4626,742.951,2
41.5408,-83.4626,748.183,2
41.5408,-83.4626,751.159,2
41.5408,-83.4626,756.079,2
41.5408,-83.4626,761.35,2
41.5408,-83.4626,766.114,2
41.5408,-83.4626,771.072,2
41.5408,-83.4626,772.644,2
41.5408,-83.4626,773.516,2
41.5408,-83.4626,774.352,2
41.5408,-83.4626,775.189,2
41.5408,-83.4626,776.033,2
41.5408,-83.4626,781.434,2
41.5408,-83.4626,786.392,2
41.5408,-83.4626,791.683,2
41.5408,-83.4626,796.364,2
41.5408,-83.4626,801.2,2
41.5408,-83.4626,805.951,2
41.5408,-83.4626,807.382,2
41.5408,-83.4626,808.4,2
41.5408,-83.4626,809.236,2
41.5408,-83.4626,810.083,2
41.5408,-83.4626,810.918,2
41.5408,-83.4626,811.801,2
41.5408,-83.4626,816.733,2
41.5408,-83.4626,822.068,2
41.5408,-83.4626,826.176,2
41.5408,-83.4626,831.183,2
41.5408,-83.4626,835.95,2
41.5408,-83.4626,840.447,2
41.5408,-83.4626,841.713,2
41.5408,-83.4626,842.753,2
41.5408,-83.4626,843.591,2
41.5408,-83.4626,844.433,2
41.5408,-83.4626,845.266,2
41.5408,-83.4626,850.535,2
41.5408,-83.4626,855.386,2
41.5408,-83.4626,856.48,2
41.5408,-83.4626,861.4,2
41.5408,-83.4626,866.518,2
41.5408,-83.4626,871.269,2
41.5408,-83.4626,876.044,2
41.5408,-83.4626,877.066,2
41.5408,-83.4626,877.905,2
41.5408,-83.4626,878.749,2
41.5408,-83.4626,879.583,2
41.5171,-83.4482,885.35,2
41.5171,-83.4482,886.178,2
41.5171,-83.4482,891.417,2
41.5171,-83.4482,896.742,2
41.5171,-83.4482,901.499,2
41.5171,-83.4482,906.75,2
41.5408,-83.4626,910.644,2
41.5408,-83.4626,911.885,2
41.5408,-83.4626,912.723,2
41.5408,-83.4626,913.573,2
41.5408,-83.4626,914.416,2
41.5408,-83.4626,916.212,2
41.5171,-83.4482,921.135,2
41.5171,-83.4482,926.317,2
41.5408,-83.4626,931.617,2
41.5408,-83.4626,936.65,2
41.5408,-83.4626,937.623,2
41.5408,-83.4626,942.917,2
41.5408,-83.4626,944.976,2
41.5408,-83.4626,945.989,2
41.5408,-83.4626,946.832,2
41.5408,-83.4626,947.667,2
41.5408,-83.4626,948.522,2
41.5408,-83.4626,953.783,2
41.5408,-83.4626,958.755,2
41.5408,-83.4626,963.769,2
41.5408,-83.4626,967.848,2
41.5408,-83.4626,973.333,2
41.5408,-83.4626,978.083,2
41.5408,-83.4626,979.111,2
41.5408,-83.4626,979.866,2
41.5408,-83.4626,980.717,2
41.5408,-83.4626,981.555,2
41.5408,-83.4626,982.399,2
41.5408,-83.4626,988.268,2
41.5408,-83.4626,993.222,2
41.5408,-83.4626,997.665,2
41.5408,-83.4626,1003.33,2
41.5408,-83.4626,1004.49,2
41.5175,-83.4511,1006.13,2
41.5175,-83.4511,1007.13,2
41.5175,-83.4511,1008.14,2
41.5175,-83.4511,1009.17,2
41.5175,-83.4511,1010.22,2
41.5175,-83.4511,1011.28,2
41.5175,-83.4511,1012.34,2
41.5408,-83.4626,1013.39,2
41.5268,-83.4557,1013.87,2
41.5268,-83.4557,1014.78,2
41.5268,-83.4557,1015.63,2
41.5268,-83.4557,1016.47,2
41.5408,-83.4626,1020.91,2
41.5408,-83.4626,1022.21,2
41.5408,-83.4626,1027.53,2
41.5408,-83.4626,1031.83,2
41.5408,-83.4626,1032.69,2
41.5408,-83.4626,1033.52,2
41.5408,-83.4626,1034.37,2
41.5291,-83.4568,1035.2,2
41.5175,-83.4511,1037.08,2
41.5404,-83.4628,1042.56,2
41.5404,-83.4628,1047.5,2
41.5171,-83.4482,1052.02,2
41.5171,-83.4482,1057.52,2
41.5404,-83.4628,1062.87,2
41.5408,-83.4626,1065.63,2
41.5408,-83.4626,1066.48,2
41.5408,-83.4626,1067.28,2
41.5408,-83.4626,1068.12,2
41.5408,-83.4626,1068.97,2
41.5408,-83.4626,1073.92,2
41.5408,-83.4626,1078.8,2
41.5408,-83.4626,1082.94,2
41.5408,-83.4626,1084.97,2
41.5408,-83.4626,1086.05,2
41.5408,-83.4626,1086.89,2
41.5408,-83.4626,1087.73,2
41.5408,-83.4626,1088.57,2
41.5408,-83.4626,1089.45,2
41.5408,-83.4626,1094.2,2
41.5408,-83.4626,1097.16,2
41.5408,-83.4626,1102.4,2
41.5408,-83.4626,1107.7,2
41.5408,-83.4626,1110.89,2
41.5408,-83.4626,1112.12,2
41.5408,-83.4626,1117.27,2
41.5408,-83.4626,1119.14,2
41.5408,-83.4626,1120.16,2
41.5408,-83.4626,1121,2
41.5408,-83.4626,1121.84,2
41.5408,-83.4626,1122.68,2
41.5408,-83.4626,1126.26,2
41.5268,-83.4557,1127.04,2
41.5268,-83.4557,1127.8,2
41.5291,-83.4568,1128.65,2
41.5408,-83.4626,1129.48,2
41.5408,-83.4626,1134.3,2
41.5408,-83.4626,1139.57,2
41.5408,-83.4626,1140.63,2
41.5408,-83.4626,1142.67,2
41.5408,-83.4626,1147.6,2
41.5408,-83.4626,1152.65,2
41.5408,-83.4626,1157.4,2
41.5408,-83.4626,1160.66,2
41.5408,-83.4626,1161.5,2
41.5408,-83.4626,1162.35,2
41.5408,-83.4626,1163.19,2
41.5408,-83.4626,1164.03,2
41.5408,-83.4626,1169.45,2
41.5408,-83.4626,1172.07,2
41.5408,-83.4626,1177.43,2
41.5408,-83.4626,1182.47,2
41.5268,-83.4557,1183.38,2
41.5268,-83.4557,1184.22,2
41.5268,-83.4557,1185.07,2
41.5268,-83.4557,1185.92,2
41.5408,-83.4626,1187.9,2
41.5408,-83.4626,1192.82,2
41.5408,-83.4626,1198.1,2
41.5408,-83.4626,1202.08,2
41.5408,-83.4626,1207.33,2
41.5408,-83.4626,1212.08,2
41.5408,-83.4626,1217.33,2
41.5408,-83.4626,1218.23,2
41.5408,-83.4626,1219.08,2
41.5408,-83.4626,1219.92,2
41.5408,-83.4626,1220.76,2
41.5408,-83.4626,1226.64,2
41.5408,-83.4626,1231.95,2
41.5408,-83.4626,1232.95,2
41.5408,-83.4626,1234.91,2
41.5408,-83.4626,1235.76,2
41.5408,-83.4626,1236.6,2
41.5408,-83.4626,1237.45,2
41.5408,-83.4626,1238.28,2
41.5408,-83.4626,1239.05,2
41.5408,-83.4626,1244.07,2
41.5408,-83.4626,1247.79,2
41.5408,-83.4626,1251.24,2
41.5408,-83.4626,1252.1,2
41.5408,-83.4626,1252.93,2
41.5408,-83.4626,1253.77,2
41.5408,-83.4626,1254.62,2
41.5408,-83.4626,1259.55,2
41.5408,-83.4626,1262.07,2
41.5408,-83.4626,1264.2,2
41.5408,-83.4626,1265.06,2
41.5408,-83.4626,1265.9,2
41.5408,-83.4626,1266.75,2
41.5408,-83.4626,1267.58,2
41.5408,-83.4626,1272.51,2
41.5408,-83.4626,1273.58,2
41.5408,-83.4626,1274.43,2
41.5408,-83.4626,1275.27,2
41.5408,-83.4626,1276.12,2
41.5408,-83.4626,1277.07,2
41.5408,-83.4626,1282.97,2
41.5408,-83.4626,1287.72,2
41.5408,-83.4626,1288.87,2
41.5291,-83.4568,1289.75,2
41.5268,-83.4557,1290.59,2
41.536,-83.4604,1291.43,2
41.5406,-83.4627,1292.27,2
41.5404,-83.4628,1293.17,2
41.5171,-83.4482,1297.93,2
41.5358,-83.4599,1298.74,2
41.5404,-83.4628,1302.17,2
41.5404,-83.4628,1303.34,2
41.5404,-83.4628,1304.18,2
41.5404,-83.4628,1305.03,2
41.5404,-83.4628,1305.86,2
41.5404,-83.4628,1306.62,2
41.5404,-83.4628,1307.38,2
41.5404,-83.4628,1308.24,2
41.5404,-83.4628,1309.07,2
41.5404,-83.4628,1309.92,2
41.5404,-83.4628,1310.92,2
41.5404,-83.4628,1314.6,2
41.5404,-83.4628,1315.62,2
41.5265,-83.454,1316.46,2
41.5265,-83.454,1317.32,2
41.5265,-83.454,1318.17,2
41.5171,-83.4482,1323.39,2
41.5171,-83.4482,1328.14,2
41.5171,-83.4482,1331.43,2
41.5171,-83.4482,1335.09,2
41.5171,-83.4482,1340.37,2
41.5171,-83.4482,1345.39,2
41.5171,-83.4482,1346.44,2
41.5171,-83.4482,1349.38,2
41.5171,-83.4482,1350.42,2
41.5265,-83.454,1351.26,2
41.5265,-83.454,1352.1,2
41.5265,-83.454,1352.94,2
41.5171,-83.4482,1355.41,2
41.5327,-83.4579,1356.53,2
41.5404,-83.4628,1359.02,2
41.5265,-83.454,1359.87,2
41.5404,-83.4628,1360.72,2
41.5404,-83.4628,1361.62,2
41.5404,-83.4628,1362.45,2
41.5404,-83.4628,1363.56,2
41.5404,-83.4628,1364.42,2
41.5404,-83.4628,1365.25,2
41.5404,-83.4628,1366.1,2
41.5404,-83.4628,1366.92,2
41.5404,-83.4628,1367.77,2
41.5404,-83.4628,1368.6,2
41.5404,-83.4628,1369.45,2
41.5404,-83.4628,1370.24,2
