lat,lng,min,day
43.8633,-103.441,4746.18,4
43.8637,-103.441,4746.94,4
43.8635,-103.441,4747.69,4
43.8635,-103.441,4748.46,4
43.8635,-103.441,4749.21,4
43.8635,-103.441,4750.1,4
43.8628,-103.441,4750.86,4
43.863,-103.441,4752.18,4
43.863,-103.441,4753.24,4
43.863,-103.441,4754.41,4
43.8852,-103.442,4755.58,4
43.8651,-103.461,4756.42,4
43.8158,-103.362,4757.29,4
43.8404,-103.29,4758.13,4
43.8797,-103.425,4759.69,4
43.864,-103.371,4760.56,4
43.8404,-103.29,4761.41,4
43.7962,-103.42,4762.27,4
43.8577,-103.434,4763.02,4
43.8575,-103.434,4763.78,4
43.8036,-103.398,4764.64,4
43.7962,-103.42,4765.5,4
43.7962,-103.42,4766.33,4
43.8566,-103.434,4767.11,4
43.7913,-103.435,4767.88,4
43.7962,-103.42,4768.77,4
43.7962,-103.42,4769.61,4
43.86,-103.358,4770.46,4
43.8404,-103.29,4775.55,4
43.8971,-103.375,4776.91,4
43.8663,-103.422,4777.75,4
43.8685,-103.423,4778.58,4
43.8573,-103.42,4780.63,4
43.8573,-103.42,4781.53,4
43.8797,-103.425,4782.85,4
43.848,-103.4,4787.1,4
43.8797,-103.425,4789.69,4
43.8797,-103.425,4790.39,4
43.8463,-103.403,4794.38,4
43.8461,-103.403,4795.47,4
43.8453,-103.401,4796.33,4
43.8453,-103.401,4797.17,4
43.8453,-103.401,4798.07,4
43.8402,-103.393,4799.19,4
43.8402,-103.393,4800.05,4
43.8402,-103.393,4800.92,4
43.866,-103.399,4801.77,4
43.8412,-103.387,4802.53,4
43.8404,-103.29,4804.91,4
43.8278,-103.37,4806.33,4
43.6873,-103.255,4809.82,4
43.8181,-103.35,4810.59,4
43.8404,-103.29,4816.46,4
43.8404,-103.29,4817.75,4
43.8404,-103.29,4818.67,4
43.8404,-103.29,4819.71,4
43.8404,-103.29,4822.64,4
43.8404,-103.29,4823.55,4
43.7718,-103.338,4830.08,4
43.7661,-103.354,4830.88,4
43.7661,-103.354,4831.71,4
43.7661,-103.354,4832.56,4
43.7718,-103.338,4833.45,4
43.7403,-103.344,4834.3,4
43.7403,-103.344,4835.15,4
43.7718,-103.338,4836.01,4
43.747,-103.36,4836.77,4
43.747,-103.36,4837.68,4
43.747,-103.36,4838.53,4
43.747,-103.36,4839.36,4
43.747,-103.36,4840.2,4
43.747,-103.36,4841.22,4
43.747,-103.36,4842.23,4
43.7427,-103.359,4843.15,4
43.7427,-103.359,4844,4
43.7427,-103.359,4844.83,4
43.7427,-103.359,4845.65,4
43.7175,-103.345,4846.73,4
43.7175,-103.345,4847.58,4
43.7175,-103.345,4848.45,4
43.7175,-103.345,4849.33,4
43.6916,-103.344,4850.15,4
43.7131,-103.231,4851.65,4
43.7131,-103.231,4852.73,4
43.7131,-103.231,4853.75,4
43.7193,-103.348,4855,4
43.7193,-103.348,4855.86,4
43.7193,-103.348,4856.7,4
43.7193,-103.348,4857.55,4
43.6872,-103.349,4858.31,4
43.7001,-103.292,4859.08,4
43.7065,-103.311,4859.76,4
43.6745,-103.36,4862.09,4
43.7131,-103.231,4864.38,4
43.663,-103.364,4865.62,4
43.6873,-103.255,4868.28,4
43.6408,-103.368,4870.41,4
43.6496,-103.401,4874.4,4
43.553,-103.317,4877.73,4
43.6614,-103.421,4878.54,4
43.7659,-103.604,4880.17,4
43.7659,-103.604,4881.24,4
43.677,-103.443,4882.46,4
43.7659,-103.604,4890.41,4
43.7311,-103.486,4893.52,4
43.7659,-103.604,4894.5,4
43.7668,-103.507,4902.77,4
43.7668,-103.507,4906.44,4
43.7477,-103.475,4907.21,4
43.7477,-103.475,4907.96,4
43.7477,-103.475,4909.27,4
43.748,-103.474,4910.11,4
43.748,-103.474,4910.88,4
43.748,-103.474,4911.65,4
43.7478,-103.475,4912.4,4
43.7477,-103.475,4913.17,4
43.7477,-103.475,4913.97,4
43.7477,-103.475,4914.83,4
43.7477,-103.475,4915.72,4
43.7477,-103.475,4916.48,4
43.7477,-103.475,4917.23,4
43.7477,-103.475,4918,4
43.7477,-103.475,4918.87,4
43.7477,-103.475,4919.75,4
43.7524,-103.479,4920.52,4
43.7524,-103.479,4921.36,4
43.7524,-103.479,4922.19,4
43.7524,-103.479,4923.05,4
43.762,-103.469,4923.8,4
43.7615,-103.468,4925.07,4
43.7615,-103.468,4926.07,4
43.7615,-103.468,4927.1,4
43.7668,-103.507,4928.12,4
43.7668,-103.507,4928.95,4
43.8031,-103.437,4931.42,4
43.8124,-103.458,4935.21,4
43.7668,-103.507,4936.19,4
43.7668,-103.507,4937.07,4
43.7668,-103.507,4937.87,4
43.7668,-103.507,4938.72,4
43.8201,-103.491,4939.48,4
43.7668,-103.507,4940.3,4
43.7668,-103.507,4941.14,4
43.7668,-103.507,4942.79,4
43.8245,-103.514,4943.55,4
43.7668,-103.507,4944.47,4
43.7668,-103.507,4945.38,4
43.7668,-103.507,4946.22,4
43.7668,-103.507,4947.07,4
43.7668,-103.507,4948.24,4
43.7668,-103.507,4949.07,5
43.7668,-103.507,4952.36,5
43.7668,-103.507,4953.25,5
43.7668,-103.507,4954.1,5
43.7668,-103.507,4954.94,5
43.7668,-103.507,4956.5,5
43.7668,-103.507,4957.34,5
43.7668,-103.507,4958.17,5
43.7668,-103.507,4959.03,5
43.7668,-103.507,4960.67,5
43.7668,-103.507,4961.5,5
43.7668,-103.507,4962.35,5
43.7668,-103.507,4963.2,5
43.7668,-103.507,4964.35,5
43.7668,-103.507,4965.21,5
43.7668,-103.507,4966.08,5
43.7668,-103.507,4966.88,5
43.7668,-103.507,4968.65,5
43.8416,-103.545,4969.4,5
43.8402,-103.558,4972.82,5
43.8436,-103.563,4975.62,5
43.8435,-103.563,4976.83,5
43.7668,-103.507,4979.19,5
43.7668,-103.507,4979.96,5
43.8304,-103.577,4981.15,5
43.7756,-103.609,4984.82,5
43.7668,-103.507,4986.33,5
43.7668,-103.507,4987.08,5
43.7673,-103.597,4989.32,5
43.7669,-103.601,4990.78,5
43.767,-103.601,4991.69,5
43.767,-103.601,4992.55,5
43.7674,-103.601,4993.35,5
43.7663,-103.601,4994.2,5
43.7661,-103.602,4994.96,5
43.7661,-103.602,4995.87,5
43.766,-103.602,4996.63,5
43.7661,-103.602,4997.4,5
43.7661,-103.602,4998.15,5
43.7661,-103.602,4998.9,5
43.7661,-103.602,4999.65,5
43.7653,-103.597,5000.42,5
43.7643,-103.61,5001.42,5
43.7643,-103.61,5002.42,5
43.7643,-103.61,5003.45,5
43.7643,-103.61,5004.47,5
43.7643,-103.61,5005.22,5
43.7643,-103.61,5006.06,5
43.7643,-103.61,5006.89,5
43.7643,-103.61,5007.73,5
43.7643,-103.61,5009.27,5
43.7643,-103.61,5010.27,5
43.7643,-103.61,5011.5,5
43.7643,-103.61,5012.37,5
43.7643,-103.61,5013.18,5
43.7643,-103.61,5013.94,5
43.7643,-103.61,5014.71,5
43.7643,-103.61,5015.48,5
43.7643,-103.61,5016.26,5
43.7643,-103.61,5017.04,5
43.7643,-103.61,5017.87,5
43.7643,-103.61,5018.73,5
43.7643,-103.61,5019.52,5
43.7643,-103.61,5020.36,5
43.7643,-103.61,5021.22,5
43.7643,-103.61,5022.05,5
43.7643,-103.61,5022.85,5
43.7643,-103.61,5023.62,5
43.7643,-103.61,5024.49,5
43.7643,-103.61,5025.32,5
43.7643,-103.61,5026.08,5
43.7643,-103.61,5026.89,5
43.7643,-103.61,5027.74,5
43.7643,-103.61,5028.6,5
43.7643,-103.61,5029.46,5
43.7643,-103.61,5030.21,5
43.7643,-103.61,5031,5
43.7643,-103.61,5031.89,5
43.7643,-103.61,5032.75,5
43.7643,-103.61,5033.59,5
43.7643,-103.61,5035.34,5
43.7643,-103.61,5036.18,5
43.7643,-103.61,5037.03,5
43.7643,-103.61,5037.85,5
43.7643,-103.61,5038.61,5
43.7643,-103.61,5039.52,5
43.7643,-103.61,5040.36,5
43.7643,-103.61,5041.2,5
43.7643,-103.61,5042.03,5
43.7643,-103.61,5042.85,5
43.7643,-103.61,5043.7,5
43.7643,-103.61,5044.55,5
43.7643,-103.61,5045.39,5
43.7643,-103.61,5046.44,5
43.7643,-103.61,5047.22,5
43.7655,-103.595,5048.05,5
43.7655,-103.595,5048.9,5
43.7655,-103.595,5049.75,5
43.7655,-103.595,5050.53,5
43.7653,-103.597,5051.3,5
43.7655,-103.595,5052.17,5
43.7655,-103.595,5053,5
43.7663,-103.585,5054.26,5
43.7656,-103.593,5055.29,5
43.7655,-103.595,5056.15,5
43.7655,-103.595,5056.99,5
43.7655,-103.595,5057.85,5
43.7655,-103.595,5058.62,5
43.7655,-103.595,5059.37,5
43.7655,-103.595,5060.22,5
43.7653,-103.597,5061.07,5
43.7643,-103.61,5061.9,5
43.7655,-103.595,5062.68,5
43.7656,-103.593,5063.44,5
43.7653,-103.597,5064.3,5
43.7647,-103.606,5065.14,5
43.7647,-103.606,5065.94,5
43.7646,-103.606,5066.78,5
43.7647,-103.606,5067.59,5
43.7647,-103.606,5068.42,5
43.7647,-103.606,5069.32,5
43.7647,-103.606,5070.19,5
43.7646,-103.606,5071.02,5
43.7646,-103.606,5071.88,5
43.7647,-103.606,5072.71,5
43.7646,-103.606,5073.61,5
43.7647,-103.606,5074.4,5
43.7647,-103.606,5075.25,5
43.7647,-103.606,5076.01,5
43.7647,-103.606,5076.76,5
43.7647,-103.606,5077.57,5
43.7647,-103.606,5078.41,5
43.7648,-103.606,5079.25,5
43.7648,-103.606,5080.13,5
43.7648,-103.606,5080.93,5
43.7648,-103.606,5081.77,5
43.7648,-103.606,5082.6,5
43.7648,-103.606,5083.42,5
43.7648,-103.606,5084.25,5
43.7648,-103.606,5085.08,5
43.7647,-103.606,5085.92,5
43.7647,-103.606,5086.75,5
43.7647,-103.606,5087.58,5
43.7647,-103.606,5088.42,5
43.7649,-103.606,5089.34,5
43.7645,-103.606,5090.34,5
43.7646,-103.606,5091.35,5
43.7652,-103.605,5092.35,5
43.7645,-103.606,5093.12,5
43.7646,-103.606,5094.15,5
43.7646,-103.606,5095.02,5
43.7647,-103.606,5096.06,5
43.7647,-103.606,5097.16,5
43.7648,-103.606,5098.18,5
43.7647,-103.606,5098.93,5
43.7646,-103.606,5099.7,5
43.7646,-103.606,5100.55,5
43.7646,-103.606,5101.4,5
43.7646,-103.606,5102.25,5
43.7645,-103.606,5103.27,5
43.7646,-103.606,5104.35,5
43.7646,-103.606,5105.2,5
43.7646,-103.606,5106.03,5
43.7646,-103.606,5106.88,5
43.7646,-103.606,5107.06,5
43.7646,-103.606,5112.78,5
43.7646,-103.606,5114.44,5
43.7646,-103.606,5115.45,5
43.7647,-103.606,5116.33,5
43.7647,-103.606,5117.16,5
43.7647,-103.606,5118.01,5
43.7646,-103.606,5119.03,5
43.7646,-103.606,5122.77,5
43.7647,-103.606,5123.6,5
43.7647,-103.606,5124.43,5
43.7646,-103.606,5125.31,5
43.7647,-103.606,5126.16,5
43.7646,-103.606,5127.85,5
43.7647,-103.606,5128.9,5
43.7647,-103.606,5129.92,5
43.7648,-103.606,5130.93,5
43.7646,-103.606,5131.79,5
43.7647,-103.606,5132.63,5
43.7647,-103.606,5133.48,5
43.7647,-103.606,5134.32,5
43.765,-103.606,5135.7,5
43.7646,-103.606,5136.71,5
43.7652,-103.605,5137.83,5
43.7651,-103.605,5139.1,5
43.7647,-103.606,5140.11,5
43.7647,-103.606,5141.15,5
43.7646,-103.606,5142.23,5
43.7652,-103.605,5143.27,5
43.7645,-103.606,5144.33,5
43.7652,-103.605,5145.34,5
43.7645,-103.606,5146.44,5
43.7652,-103.605,5147.53,5
43.7649,-103.606,5148.37,5
43.7649,-103.606,5149.22,5
43.7648,-103.606,5150.06,5
43.7652,-103.605,5151.64,5
43.7646,-103.606,5152.66,5
43.7646,-103.606,5153.74,5
43.7648,-103.606,5154.58,5
43.7647,-103.606,5155.43,5
43.7647,-103.606,5156.28,5
43.7647,-103.606,5157.08,5
43.7647,-103.606,5157.92,5
43.7647,-103.606,5158.76,5
43.7647,-103.606,5159.63,5
43.7646,-103.606,5160.8,5
43.7646,-103.606,5161.81,5
43.7646,-103.606,5162.81,5
43.7646,-103.606,5163.85,5
43.7647,-103.606,5164.86,5
43.7645,-103.606,5165.88,5
43.7646,-103.606,5166.9,5
43.7646,-103.606,5167.93,5
43.7646,-103.606,5169.23,5
43.7648,-103.606,5170.25,5
43.765,-103.606,5175,5
43.7651,-103.605,5179.78,5
43.7649,-103.606,5180.61,5
43.7649,-103.606,5181.3,5
43.7648,-103.606,5182.12,5
43.7648,-103.606,5182.98,5
43.7647,-103.606,5184.52,5
43.7649,-103.606,5185.53,5
43.7648,-103.606,5186.55,5
43.7647,-103.606,5187.56,5
43.7652,-103.605,5188.59,5
43.7653,-103.605,5189.61,5
43.7652,-103.605,5190.65,5
43.7648,-103.606,5191.66,5
43.765,-103.606,5196.7,5
43.7648,-103.606,5197.79,5
43.7649,-103.606,5202.81,5
43.7648,-103.606,5207.86,5
43.7649,-103.606,5213.19,5
43.7653,-103.605,5214.27,5
43.7651,-103.605,5217.77,5
43.765,-103.606,5222.53,5
43.7653,-103.605,5227.51,5
43.7653,-103.605,5227.95,5
43.7653,-103.605,5229.37,5
43.7653,-103.605,5230.39,5
43.7653,-103.605,5231.4,5
43.7653,-103.605,5232.42,5
43.7653,-103.605,5233.52,5
43.7653,-103.605,5234.53,5
43.7653,-103.605,5235.53,5
43.7653,-103.605,5236.55,5
43.7653,-103.605,5237.55,5
43.7653,-103.605,5238.57,5
43.7653,-103.605,5239.57,5
43.7653,-103.605,5240.59,5
43.7653,-103.605,5241.6,5
43.7653,-103.605,5242.62,5
43.7653,-103.605,5244.17,5
43.7653,-103.605,5245.17,5
43.7653,-103.605,5246.23,5
43.7653,-103.605,5247.25,5
43.7653,-103.605,5248.25,5
43.7653,-103.605,5250,5
43.7653,-103.605,5251,5
43.7653,-103.605,5252.05,5
43.7653,-103.605,5253.11,5
43.7653,-103.605,5254.17,5
43.7653,-103.605,5255.2,5
43.7653,-103.605,5256.2,5
43.7653,-103.605,5257.27,5
43.7653,-103.605,5258.33,5
43.7653,-103.605,5258.37,5
43.7653,-103.605,5259.55,5
43.7653,-103.605,5260.62,5
43.7653,-103.605,5261.64,5
43.7653,-103.605,5262.64,5
43.7653,-103.605,5263.72,5
43.7653,-103.605,5264.79,5
43.7653,-103.605,5265.79,5
43.7653,-103.605,5266.79,5
43.7653,-103.605,5267.81,5
43.7653,-103.605,5268.82,5
43.7653,-103.605,5269.82,5
43.7653,-103.605,5270.83,5
43.7653,-103.605,5271.83,5
43.7653,-103.605,5272.83,5
43.7653,-103.605,5274.17,5
43.7653,-103.605,5275.22,5
43.7653,-103.605,5276.27,5
43.7653,-103.605,5277.34,5
43.7653,-103.605,5278.4,5
43.7653,-103.605,5279.47,5
43.7653,-103.605,5280.52,5
43.7653,-103.605,5281.58,5
43.7653,-103.605,5282.64,5
43.7653,-103.605,5283.46,5
43.7653,-103.605,5284.3,5
43.7653,-103.605,5285.15,5
43.7653,-103.605,5285.99,5
43.7653,-103.605,5287.36,5
43.7653,-103.605,5287.95,5
43.7653,-103.605,5288.03,5
43.7653,-103.605,5289.03,5
43.7653,-103.605,5290.03,5
43.7653,-103.605,5291.05,5
43.7653,-103.605,5292.05,5
43.7653,-103.605,5293.05,5
43.7653,-103.605,5294.07,5
43.7653,-103.605,5295.09,5
43.7653,-103.605,5296.09,5
43.7653,-103.605,5297.11,5
43.7653,-103.605,5298.11,5
43.7653,-103.605,5299.12,5
43.7653,-103.605,5300.12,5
43.7653,-103.605,5301.15,5
43.7653,-103.605,5302.15,5
43.7653,-103.605,5302.97,5
43.7653,-103.605,5304.17,5
43.7653,-103.605,5305.04,5
43.7653,-103.605,5306.1,5
43.7653,-103.605,5307.15,5
43.7653,-103.605,5308.15,5
43.7653,-103.605,5309.18,5
43.7653,-103.605,5310.24,5
43.7653,-103.605,5311.36,5
43.7653,-103.605,5312.38,5
43.7653,-103.605,5313.47,5
43.7653,-103.605,5314.53,5
43.7653,-103.605,5315.62,5
43.7653,-103.605,5316.64,5
43.7653,-103.605,5316.7,5
43.7653,-103.605,5316.78,5
43.7653,-103.605,5317.62,5
43.7653,-103.605,5318.5,5
43.7653,-103.605,5319.34,5
43.7653,-103.605,5320.18,5
43.7653,-103.605,5321.4,5
43.7653,-103.605,5322.4,5
43.7653,-103.605,5323.46,5
43.7653,-103.605,5324.51,5
43.7653,-103.605,5325.52,5
43.7653,-103.605,5326.54,5
43.7653,-103.605,5327.82,5
43.7653,-103.605,5328.84,5
43.7653,-103.605,5329.92,5
43.7653,-103.605,5330.98,5
43.7653,-103.605,5331.98,5
43.7653,-103.605,5332.99,5
43.7653,-103.605,5334.01,5
43.7653,-103.605,5335.02,5
43.7653,-103.605,5336.24,5
43.7653,-103.605,5337.27,5
43.7653,-103.605,5338.33,5
43.7653,-103.605,5339.4,5
43.7653,-103.605,5340.45,5
43.7653,-103.605,5341.46,5
43.7653,-103.605,5342.52,5
43.7653,-103.605,5343.54,5
43.7653,-103.605,5344.54,5
43.7653,-103.605,5345.61,5
43.7653,-103.605,5346.67,5
43.7653,-103.605,5347.74,5
43.7653,-103.605,5348.8,5
43.7653,-103.605,5349.85,5
43.7653,-103.605,5350.97,5
43.7653,-103.605,5351.75,5
43.7653,-103.605,5352.59,5
43.7653,-103.605,5353.45,5
43.7653,-103.605,5354.29,5
43.7653,-103.605,5355.67,5
43.7653,-103.605,5356.67,5
43.7653,-103.605,5357.69,5
43.7653,-103.605,5358.74,5
43.7653,-103.605,5359.8,5
43.7653,-103.605,5360.86,5
43.7653,-103.605,5361.92,5
43.7653,-103.605,5362.98,5
43.7653,-103.605,5364.05,5
43.7653,-103.605,5365.29,5
43.7653,-103.605,5366.35,5
43.7653,-103.605,5367.42,5
43.7653,-103.605,5368.5,5
43.7653,-103.605,5369.52,5
43.7653,-103.605,5370.54,5
43.7653,-103.605,5371.66,5
43.7653,-103.605,5372.66,5
43.7653,-103.605,5373.72,5
43.7653,-103.605,5374.72,5
43.7653,-103.605,5375.72,5
43.7653,-103.605,5376.75,5
43.7653,-103.605,5377.84,5
43.7653,-103.605,5378.89,5
43.7653,-103.605,5379.97,5
43.7653,-103.605,5380.99,5
43.7653,-103.605,5382,5
43.7653,-103.605,5383.06,5
43.7653,-103.605,5384.14,5
43.7653,-103.605,5385.19,5
43.7653,-103.605,5386.1,5
43.7653,-103.605,5386.94,5
43.7653,-103.605,5387.77,5
43.7653,-103.605,5388.62,5
43.7653,-103.605,5388.81,5
43.7653,-103.605,5389.85,5
43.7653,-103.605,5390.91,5
43.7653,-103.605,5391.97,5
43.7653,-103.605,5392.97,5
43.7653,-103.605,5394.04,5
43.7653,-103.605,5395.09,5
43.7653,-103.605,5396.09,5
43.7653,-103.605,5397.31,5
43.7653,-103.605,5398.34,5
43.7653,-103.605,5399.4,5
43.7653,-103.605,5400.46,5
43.7653,-103.605,5401.55,5
43.7653,-103.605,5402.57,5
43.7653,-103.605,5403.57,5
43.7653,-103.605,5404.57,5
43.7653,-103.605,5405.58,5
43.7653,-103.605,5406.58,5
43.7653,-103.605,5407.6,5
43.7653,-103.605,5408.62,5
43.7653,-103.605,5409.62,5
43.7653,-103.605,5410.64,5
43.7653,-103.605,5412.18,5
43.7653,-103.605,5413.2,5
43.7653,-103.605,5414.22,5
43.7653,-103.605,5415.3,5
43.7653,-103.605,5416.36,5
43.7653,-103.605,5417.37,5
43.7653,-103.605,5418.37,5
43.7653,-103.605,5419.39,5
43.7653,-103.605,5420.47,5
43.7653,-103.605,5421.31,5
43.7653,-103.605,5422.15,5
43.7653,-103.605,5423,5
43.7653,-103.605,5424.53,5
43.7653,-103.605,5425.55,5
43.7653,-103.605,5426.62,5
43.7653,-103.605,5426.66,5
43.7653,-103.605,5427.84,5
43.7653,-103.605,5428.9,5
43.7653,-103.605,5429.97,5
43.7653,-103.605,5431.04,5
43.7653,-103.605,5432.04,5
43.7653,-103.605,5433.05,5
43.7653,-103.605,5434.06,5
43.7653,-103.605,5435.14,5
43.7653,-103.605,5436.21,5
43.7653,-103.605,5437.21,5
43.7653,-103.605,5438.21,5
43.7653,-103.605,5439.24,5
43.7653,-103.605,5440.25,5
43.7653,-103.605,5441.22,5
43.7653,-103.605,5442.52,5
43.7653,-103.605,5443.57,5
43.7653,-103.605,5444.63,5
43.7653,-103.605,5445.69,5
43.7653,-103.605,5446.7,5
43.7653,-103.605,5447.7,5
43.7653,-103.605,5448.79,5
43.7653,-103.605,5449.85,5
43.7653,-103.605,5450.85,5
43.7653,-103.605,5451.94,5
43.7653,-103.605,5452.99,5
43.7653,-103.605,5453.81,5
43.7653,-103.605,5453.9,5
43.7653,-103.605,5454.66,5
43.7653,-103.605,5455.5,5
43.7653,-103.605,5456.38,5
43.7653,-103.605,5457.24,5
43.7653,-103.605,5458.77,5
43.7653,-103.605,5459.79,5
43.7653,-103.605,5460.85,5
43.7653,-103.605,5461.91,5
43.7653,-103.605,5462.94,5
43.7653,-103.605,5463.94,5
43.7653,-103.605,5465,5
43.7653,-103.605,5466.06,5
43.7653,-103.605,5467.11,5
43.7653,-103.605,5468.12,5
43.7653,-103.605,5469.14,5
43.7653,-103.605,5470.15,5
43.7653,-103.605,5471.18,5
43.7653,-103.605,5472.41,5
43.7653,-103.605,5473.47,5
43.7653,-103.605,5474.47,5
43.7653,-103.605,5475.49,5
43.7653,-103.605,5476.5,5
43.7653,-103.605,5477.5,5
43.7653,-103.605,5478.52,5
43.7653,-103.605,5479.52,5
43.7653,-103.605,5480.52,5
43.7653,-103.605,5481.55,5
43.7653,-103.605,5482.55,5
43.7653,-103.605,5483.55,5
43.7653,-103.605,5484.65,5
43.7653,-103.605,5485.77,5
43.7653,-103.605,5486.84,5
43.7653,-103.605,5488.1,5
43.7653,-103.605,5488.95,5
43.7653,-103.605,5489.8,5
43.7653,-103.605,5490.64,5
43.7653,-103.605,5491.47,5
43.7653,-103.605,5491.83,5
43.7653,-103.605,5492.84,5
43.7653,-103.605,5493.84,5
43.7653,-103.605,5494.87,5
43.7653,-103.605,5495.87,5
43.7653,-103.605,5496.92,5
43.7653,-103.605,5497.99,5
43.7653,-103.605,5499.07,5
43.7653,-103.605,5500.13,5
43.7653,-103.605,5501.17,5
43.7653,-103.605,5501.21,5
43.7653,-103.605,5501.3,5
43.7653,-103.605,5502.38,5
43.7653,-103.605,5503.38,5
43.7653,-103.605,5504.4,5
43.7653,-103.605,5505.46,5
43.7653,-103.605,5506.52,5
43.7653,-103.605,5507.54,5
43.7653,-103.605,5508.55,5
43.7653,-103.605,5509.55,5
43.7653,-103.605,5510.57,5
43.7653,-103.605,5511.58,5
43.7653,-103.605,5512.59,5
43.7653,-103.605,5513.6,5
43.7653,-103.605,5514.6,5
43.7653,-103.605,5515.6,5
43.7653,-103.605,5516.36,5
43.7653,-103.605,5517.36,5
43.7653,-103.605,5518.37,5
43.7653,-103.605,5519.44,5
43.7653,-103.605,5520.5,5
43.7653,-103.605,5521.5,5
43.7653,-103.605,5522.33,5
43.7653,-103.605,5523.17,5
43.7653,-103.605,5524.01,5
43.7653,-103.605,5524.85,5
43.7653,-103.605,5526.54,5
43.7653,-103.605,5527.54,5
43.7653,-103.605,5528.6,5
43.7653,-103.605,5529.6,5
43.7653,-103.605,5530.67,5
43.7653,-103.605,5531.76,5
43.7653,-103.605,5533.17,5
43.7653,-103.605,5534.22,5
43.7653,-103.605,5535.25,5
43.7653,-103.605,5536.25,5
43.7653,-103.605,5537.26,5
43.7653,-103.605,5538.28,5
43.7653,-103.605,5539.27,5
43.7653,-103.605,5540.29,5
43.7653,-103.605,5541.32,5
43.7653,-103.605,5542.32,5
43.7653,-103.605,5543.32,5
43.7653,-103.605,5544.35,5
43.7653,-103.605,5545.44,5
43.7653,-103.605,5546.23,5
43.7653,-103.605,5546.38,5
43.7653,-103.605,5547.38,5
43.7653,-103.605,5548.38,5
43.7653,-103.605,5549.45,5
43.7653,-103.605,5550.55,5
43.7653,-103.605,5551.62,5
43.7653,-103.605,5552.64,5
43.7653,-103.605,5553.64,5
43.7653,-103.605,5554.7,5
43.7653,-103.605,5555.77,5
43.7653,-103.605,5555.83,5
43.7653,-103.605,5555.92,5
43.7653,-103.605,5556.9,5
43.7653,-103.605,5557.74,5
43.7653,-103.605,5558.58,5
43.7653,-103.605,5559.44,5
43.7653,-103.605,5560.99,5
43.7653,-103.605,5562.24,5
43.7653,-103.605,5563.29,5
43.7653,-103.605,5564.3,5
43.7653,-103.605,5565.34,5
43.7653,-103.605,5566.39,5
43.7653,-103.605,5567.45,5
43.7653,-103.605,5568.47,5
43.7653,-103.605,5569.57,5
43.7653,-103.605,5570.62,5
43.7653,-103.605,5571.64,5
43.7653,-103.605,5572.65,5
43.7653,-103.605,5573.65,5
43.7653,-103.605,5574.6,5
43.7653,-103.605,5575.61,5
43.7653,-103.605,5576.62,5
43.7653,-103.605,5578.1,5
43.7653,-103.605,5579.16,5
43.7653,-103.605,5580.17,5
43.7653,-103.605,5581.18,5
43.7653,-103.605,5582.2,5
43.7653,-103.605,5583.26,5
43.7653,-103.605,5584.32,5
43.7653,-103.605,5585.34,5
43.7653,-103.605,5586.49,5
43.7653,-103.605,5587.5,5
43.7653,-103.605,5588.5,5
43.7653,-103.605,5589.56,5
43.7653,-103.605,5590.62,5
43.7653,-103.605,5591.39,5
43.7653,-103.605,5592.14,5
43.7653,-103.605,5592.99,5
43.7653,-103.605,5593.82,5
43.7653,-103.605,5595.37,5
43.7653,-103.605,5596.38,5
43.7653,-103.605,5597.46,5
43.7653,-103.605,5598.51,5
43.7653,-103.605,5599.52,5
43.7653,-103.605,5600.54,5
43.7653,-103.605,5601.65,5
43.7653,-103.605,5602.73,5
43.7653,-103.605,5603.79,5
43.7653,-103.605,5604.85,5
43.7653,-103.605,5605.91,5
43.7653,-103.605,5606.96,5
43.7653,-103.605,5607,5
43.7653,-103.605,5608.17,5
43.7653,-103.605,5609.17,5
43.7653,-103.605,5610.26,5
43.7653,-103.605,5611.38,5
43.7653,-103.605,5612.4,5
43.7653,-103.605,5613.42,5
43.7653,-103.605,5614.45,5
43.7653,-103.605,5615.47,5
43.7653,-103.605,5616.55,5
43.7653,-103.605,5617.65,5
43.7653,-103.605,5618.71,5
43.7653,-103.605,5619.73,5
43.7653,-103.605,5620.73,5
43.7653,-103.605,5621.73,5
43.7653,-103.605,5623.1,5
43.7653,-103.605,5624.12,5
43.7653,-103.605,5625.12,5
43.7653,-103.605,5625.27,5
43.7653,-103.605,5625.35,5
43.7653,-103.605,5626.2,5
43.7653,-103.605,5627.04,5
43.7653,-103.605,5627.88,5
43.7653,-103.605,5628.74,5
43.7653,-103.605,5629.75,5
43.7653,-103.605,5630.75,5
43.7653,-103.605,5631.79,5
43.7653,-103.605,5632.8,5
43.7653,-103.605,5633.8,5
43.7653,-103.605,5634.86,5
43.7653,-103.605,5635.86,5
43.7653,-103.605,5637.38,5
43.7653,-103.605,5638.4,5
43.7653,-103.605,5639.46,5
43.7653,-103.605,5640.47,5
43.7653,-103.605,5641.49,5
43.7653,-103.605,5642.49,5
43.7653,-103.605,5643.49,5
43.7653,-103.605,5644.49,5
43.7653,-103.605,5645.5,5
43.7653,-103.605,5646.5,5
43.7653,-103.605,5647.52,5
43.7653,-103.605,5648.52,5
43.7653,-103.605,5649.55,5
43.7653,-103.605,5650.57,5
43.7653,-103.605,5651.57,5
43.7653,-103.605,5652.89,5
43.7653,-103.605,5653.94,5
43.7653,-103.605,5655,5
43.7653,-103.605,5656,5
43.7653,-103.605,5657.02,5
43.7653,-103.605,5658.03,5
43.7653,-103.605,5659.04,5
43.7653,-103.605,5660.11,5
